Word,Count
cumbuca,1
enfrentar,47
frouxo,39
sera,97
derrotada,5
dominar,8
pensem,22
ganhando,39
contrário,222
cerebral,4
Renan,18
velha,64
subestimo,2
Lembrando,103
chama,214
escória,31
vereador,72
arque,2
reacionário,16
uso,54
condenar,16
LGBT,306
afirmava,1
grupos,78
defendiam,2
liberais,94
aprendendo,18
efeito,66
eleito,92
Espero,317
mantenha,12
time,89
técnico,24
segurando,20
barra,15
fraco,49
atual,60
adiantando,3
jamais,189
votarei,59
enojam,2
psicopática,1
totalmente,145
sentido,226
robô,133
deixa,324
recado,45
revista,52
retuita,3
ok,289
França,94
inclusive,268
liderado,6
Le,15
admirada,2
fascista,277
nativo,2
atacaram,10
seleção,64
ódio,382
preconceito,166
quietos,6
apanhar,15
descobriram,8
Chavez,9
vive,173
votando,58
chegaram,13
conclusão,50
deixo,33
sozinha,26
volto,30
aula,72
cursinho,7
casal,31
ONÇA,2
cidade,156
queimar,32
brincadeira,67
componentes,1
derrota,25
sofrer,35
confio,43
Enéas,21
Carneiro,2
gênio,32
absolutamente,52
preparado,91
comandar,7
Fingiram,1
louco,191
elegeram,19
Cardoso,2
vagabunda,7
Objetivamente,2
pretexto,18
dividir,44
mata,110
la,299
berço,7
Carvalho,3
primo,79
alistamento,1
obrigatório,9
mostra,158
tattoo,1
vaga,27
aberto,28
lixo,451
humano,138
Janaína,122
perfeita,34
trará,7
chapa,22
prega,50
ia,251
Rocinha,4
declarou,51
favorável,27
precisa,453
cerca,11
trinta,14
pensam,83
diferente,362
MP,18
ganhou,56
td,171
Pará,32
divulga,30
conseguindo,22
projeção,5
qs,1
estratégia,113
andar,49
imbecilidade,25
lei,408
Áurea,1
irão,82
aplaudi,4
efusivamente,1
patriarcalista,1
xenófobo,8
machista,199
irracionalidade,1
nisso,155
precisar,60
acompanhar,21
APURAÇÕES,2
circo,37
prestam,11
armado,101
reeleição,34
virar,85
corrupto,604
olhar,66
trás,58
Putin,35
cereja,1
bolo,17
inglês,22
sonham,13
again,6
China,40
tremer,4
mau,42
pensei,91
MAV,6
nick,6
merece,203
reeleito,22
tbem,17
indicará,2
STF,259
indicaria,5
Obs,31
dizendo,413
idiota,428
prédio,11
invadiu,5
vá,132
foder,49
curto,35
aspirador,1
pó,34
vote,105
Aliás,173
procurar,54
verá,48
Aécio,151
bobagem,37
kkk,369
apanhando,6
Villa,57
ctz,21
atacado,26
ganhará,15
apoiar,202
more,60
lista,102
devemos,72
passar,216
comem,11
carne,12
vermelha,20
kkkkkkkkk,159
AvanteBolsonaro,4
Eleições2018,58
absurdo,213
vo,25
eleicoes,15
kkkkkkkk,179
acabo,33
capacidade,100
interpretação,32
fantástica,5
declara,15
tratado,35
clinicamente,1
psicopatia,7
psicopata,52
assassino,11
série,71
indecente,4
proposta,434
nazista,103
esterilização,6
objetivo,60
diminuir,56
miséria,46
criminalidade',1
preocupado,95
oferta,4
preocupação,42
pobre,286
trabalhador,42
alvo,30
carta,4
capital,28
cabeça,294
gritando,64
LIVREEEEE,2
comete,14
desserviço,19
salvador,21
posicionou,21
coragem,160
romper,9
mecanismo,33
fanática,10
consciente,30
inumeras,2
mto,115
et,22
direito,389
candidatar,47
amor,268
acham,220
concordamos,14
social,123
vemos,33
necessidade,59
proteger,63
infelizmente,241
sociedade,225
madura,4
respeitar,66
sobe,28
lindo,94
You're,4
the,104
cream,1
in,41
my,19
coffee,2
salt,1
stew,1
you,48
will,14
always,3
be,18
necessity,1
I'd,1
lost,2
without,4
starch,1
collar,1
serase,6
comuns,22
farão,41
impedir,60
chegue,16
exponha,3
aliança,149
PCC,30
melancia,19
sensacionalista,17
Ivo,2
Holanda,15
Rei,30
Francischini,8
vimos,24
FranciscoBeltrão,1
feat,10
Marco,29
Feliciano,19
Adicionei,1
denúncia,33
Prefeitim,1
mequetrefe,10
Ahhhhhh,6
apóia,42
gostam,75
homem,374
Jean,9
cú,30
fuder,76
pega,91
passagem,24
aérea,8
palestra,35
Bolsonaro2018,445
colam,6
fingem,19
gay,656
pedófilo,114
fodam,22
portal,12
surpresa,60
like,98
iguais,107
real,273
guiado,2
orientação,4
sexual,43
considerando,19
PANORAMA,5
positivo,41
proporcionar,4
afinal,146
buscamos,1
casamento,31
melhoria,13
quiser,207
colaboro,2
adiante,14
Amém,54
confiáveis,7
curioso,39
existe,542
diálogo,32
ando,10
paciência,81
chego,14
dialogar,25
exala,3
prepotência,3
burra,120
diga,147
abordagem,7
medo,520
servidores,5
sinto,91
justamente,108
salvar,27
doutrinam,1
dissemina,4
derrubar,87
Avante,30
SouMulherSouBolsonaro,60
incentivo,6
adversário,73
vs,28
respondendo,23
dono,84
imunda,26
destruiu,19
chegou,138
expulsar,13
gentalha,13
afundado,5
mt,234
Pedro,39
Taques,4
aliar,42
proporcionais,2
disso,430
próspero,3
Desafio,40
escolhido,23
poupado,1
Bolsonaro17,36
falou,469
procê,1
saude,7
educação,124
honesto,218
nacional,65
maluco,109
Gabriel,11
ganhe,16
passa,186
teste,31
psicológico,8
imagem,169
Pesquisem,13
informem,4
perigo,86
acabar,226
parceiria,2
clama,7
milhares,43
noossa,1
fascismo,71
acariciado,1
dito,104
gigante,55
peso,56
digo,162
bolsa,66
discursinho,15
enganar,32
povinho,20
Freiras,1
convento,1
Táoquei,1
Vaticano,1
despreparado,58
Qrendo,3
haver,67
casais,3
debate,326
importante,251
aumentar,109
eficiência,6
anunciou,11
capaz,94
site,107
conseguir,170
montanha,1
acabei,134
Toronto,1
entro,25
sala,62
embarque,5
ouço,23
esqueci,28
ssim,1
curtir,6
Eleandro,1
Tessmer,1
Bubolz,1
junto,404
cuide,12
bebe,12
bebê,26
preocupe,39
consertar,15
Pense,63
comigo,127
total,144
TALQUÊI,14
foice,23
invadem,1
Congratulations,6
country,7
should,3
have,14
this,20
leader,3
hope,4
people,16
elect,2
year,2
campo,63
ação,80
mando,35
vizinho,33
mete,30
chifre,8
condomínio,15
carro,128
estudo,60
achando,204
money,14
tirar,188
esperar,130
sair,250
certin,2
cresce,38
pensando,143
conversa,135
devo,35
Temer,413
quase,314
piores,63
Olha,596
coloquem,11
irei,28
aguentar,44
perder,214
hexa,95
nenhum,437
ALICHE,1
