Word,Count
respeito,141
tolerância,1
formas,2
amor,24
OrgulhoLGBT,5
servir,14
coragem,62
cortar,18
privatizar,14
Enxugar,3
aceitar,26
tributária,6
gov,11
chegou,39
unir,31
vencer,30
Bozo,48
noooossa,1
fu,3
espancada,1
qd,9
consigo,15
lidar,7
Sr,104
candidatar,18
preso,74
transferir,1
Haddad,42
juntar,18
tirar,67
verdades,15
joven,16
entraram,4
ninguem,23
reprimindo,1
enteder,2
referência,15
pele,3
jogador,5
passa,99
pano,4
hipócrita,45
krl,1
otimista,5
única,68
doença,13
comenta,9
homofobia,11
defendido,9
trupe,4
homossexual,9
pronta,6
deita,1
comigo,26
Doria,20
viado,22
manifestando,2
combate,11
seletivo,13
vemos,13
casal,3
inevitável,11
causa,55
si,47
bate,35
cabeça,75
renomados,1
abiguidade,1
jurídica,7
Pudera,2
gravíssimo,3
difícil,85
JEC,1
mau,16
texto,16
desprezível,11
queria,100
fizesse,8
mínimo,49
apanharia,1
educado,17
paciente,4
fato,123
segmento,3
obriga,2
colocar,86
grilhões,1
continuidade,8
convocar,2
juntarem,3
apostar,8
decência,5
afinidade,7
programática,2
espera,23
especialmente,6
escroque,7
mp4,1
estudou,18
aluno,9
copia,8
ofende,11
esconde,21
descontrolado,18
Ratinho,4
vía,4
riscar,1
faca,7
xingar,25
incrível,22
Ibope,18
comprado,5
animado,3
propõe,15
inversão,1
tabela,10
IVA,3
EUA,87
atualização,3
correção,8
atual,41
isentando,2
IRPJ,1
produção,19
perigoso,40
Manu2018,7
desce,1
lenha,3
Vejam,20
forçada,3
Agradeça,2
neguinho,1
cheio,30
areia,1
disso,138
considerado,22
chocante,1
moderadores,1
capacho,10
causar,9
3',1
guerra,14
mundial,12
entra,26
repente,6
esquecem,3
julgar,14
possibilidade,28
vice,51
grandessíssimo,1
anticristão,2
estuda,11
indicar,8
Lacerda,3
belo,15
Horizonte,2
pedetista,15
PHA,2
condenado,29
julgado,3
Heraldo,1
Pereira,4
alma,5
branca,8
emprego,40
troglodita,5
mandado,4
tnc,3
aliança,96
Ue,11
túmulo,4
Voa,1
XXI,1
esqueceu,16
citar,20
participaram,4
ativamente,1
objetivo,27
América,3
Sul,13
pátria,16
Bolivariana,6
eleito,131
pensem,8
nisso,59
denunciar,14
tratamento,11
dispensado,2
MelhorJairSeAcostumando,7
Exato,7
pratica,10
tao,24
Julio,2
lacrolandia,3
ate,33
gosta,83
debate,263
silenciamento,2
remédio,6
fascismo,26
LONDRINA,10
PARANÁ,9
jogo,46
sujo,13
Deixe,16
notícia,47
fazendo,153
pressionemos,1
familiares,4
patrocinadores,2
deixarem,3
blogueiro,2
Incluam,1
homofóbico,30
Pedimos,2
semelhante,20
Bruno,11
Gagliasso,1
gay,16
cidade,37
colocam,8
Fabinho,1
hilário,10
kkk,94
declarando,5
irão,23
enjeitado,1
entende,62
rejeitado,8
porcaria,4
chamado,53
hhhhhhhhhhhhhhhhhhhhhhhhhhh,1
apoia,112
pagou,15
decidiu,10
tamanha,8
intensidade,1
lacrar,12
defendem,33
ditadura,60
liderando,4
partindo,4
pressuposto,2
suja,14
votaria,12
feminista,26
reserva,25
tapa,11
militância,31
compor,2
chapa,50
Macumba,1
kkkkkkkkkkkkkkkkkkkkk,11
moleque,12
Amoedo,51
Fujam,3
Bissexta,1
recebeu,39
exclusiva,1
Confira,20
resultado,41
link,32
explica,46
fórmula,6
mágica,9
imprimindo,3
funcionará,2
Miguel,8
Rosário,1
vestiu,1
camisa,12
cabra,13
resta,24
alternativa,27
segui,1
ponte,6
coerência,30
preço,22
FAILED,1
WIN,1
Twitter,78
acusam,10
joga,19
lata,16
Larga,8
seletividade,10
mana,4
entrega,11
vejo,137
citando,8
destruir,20
culpa,18
sociedade,25
Walfredo,1
senso,16
ótima,26
análise,20
crítica,52
Ah,110
sabia,47
óbvio,27
lados,19
assistiu,6
messianismo,2
tomado,5
olár,1
vereadorzinho,1
desqualificado,4
polemizar,2
bela,12
maneira,27
tempos,39
OSMAR,2
Neto,17
estadual,3
Sandro,2
frente,82
denuncia,12
Engole,5
concordo,65
maiores,30
moral,68
oportunista,47
linchamento,5
canalha,81
afavor,2
diminuição,3
privatização,13
aberto,9
minarquismo,2
cobra,17
consumidor,6
consume,1
compra,21
mínino,2
investir,20
educação,105
saúde,32
agricultura,5
apóia,14
ladrões,18
morte,28
enterrada,1
outubro,41
coronelzinho,24
TV,53
excelente,43
palanque,17
proposta,232
administrador,3
quebrando,2
tabu,1
incubado,2
americano,13
congresso,47
composto,1
senadores,3
empenho,1
tendi,5
sabendo,29
afinou,4
governar,16
manter,35
custoso,1
aliando,4
enganação,3
vo,6
plenario,2
Alô,16
Mônica,5
título,26
matéria,70
michê,3
embarque,1
Arthur,10
mamãe,6
chorei,2
Pareces,1
papagaio,13
repetindo,11
xenofóbicos,1
sentido,45
ignorante,47
adjetivar,3
reforça,4
argumento,99
expulso,2
formação,8
oficiais,5
terrorismo,5
mim,133
apareceu,7
vontade,51
rico,66
Olodum,2
isentão,10
episódio,12
explícito,6
usando,31
acusando,11
fugido,3
militante,21
achado,1
lindo,28
Paquiderme,1
apedeuta,4
mijao,1
Vacilão,1
botar,23
costumam,2
fuzilar,1
amo,14
presi,1
hipotecou,1
solidariedade,2
corre,20
nordestino,24
Carioca,4
imaginar,9
aé,1
favorece,3
específico,10
perfeita,10
aloprado,2
acabou,56
