Word,Count
ninguem,50
liga,70
resto,108
acrescenta,8
agressivo,33
pago,46
alguem,78
acham,146
supremo,31
CANSANDO,2
ESTRELISMO,1
MOROADIA,1
refutaram,1
manifestem,2
votado,9
federais,8
discussão,121
gênero,97
sexualidade,34
combate,59
assédio,62
violência,193
sexual,58
cante,2
el,16
olé,17
Achem,2
saída,42
interessante,129
esconde,32
Senado,31
link,55
lembrado,18
fraco,72
apegamos,1
reflexo,17
baixaria,33
contrário,243
cobrar,32
lavam,1
louça,8
condena,22
porra,336
Uai,38
Tirem,7
campo,60
ajustar,1
limpo,14
morta,46
discordia,1
culpa,234
estrupo,25
individo,1
vive,208
culpo,3
individuo,10
carater,7
independende,1
tivessemos,1
vendido,23
estrangeiro,37
explorar,10
tao,55
Acordem,12
enganado,27
paises,26
ações,44
desculpa,209
melhorar,88
caindo,21
gostaria,117
pre,13
candida,4
explicasse,6
vídeo,351
desmascarando,7
Ella,4
Impressionante,99
cai,65
contradição,45
coletivizar,3
cu,198
sinceridade,11
caro,117
comer,79
agrotóxico,47
excesso,25
produtor,3
milionário,62
rico,173
LAVADOR,1
detrimento,18
CANDIDATUTA,2
lavo,1
dias,121
politica,144
Tutorial,2
aula,117
print,32
tomar,143
decisões,24
caos,51
coloque,17
elite,77
burguesa,19
opressora,28
jomendes,1
entendi,224
tirinha,4
so,260
abrangi,1
expressão,62
racismo,48
oculto,5
toma,86
saque,10
privatização,24
legítimo,17
corpus,2
nega,22
teor,16
roubaram,16
reais,65
Einstein,9
diferença,216
formal,4
ineficiencia,1
administrativa,5
apoiar,145
ilusão,21
dei,48
biscoito,16
bloquiando,1
contribuir,6
lerdo,3
comprando,16
novamente,104
bilhões,35
lucro,64
reduzem,3
milhares,79
busca,63
dinherio,1
volta,190
conheço,87
Portugal,32
Europa,49
manter,124
governabilidade,5
entreguista,27
saquearem,1
troxa,3
perseguindo,2
dum,7
muro,57
derrubar,35
encher,21
prato,8
faculdade,64
biologia,16
ponha,8
preocupado,69
lacradora,38
ofecerer,1
falam,178
automacao,1
adianta,135
votou,33
Tomara,55
entregar,22
internacionais,7
absurdo,296
iguais,67
Aliás,245
perguntei,34
mundinho,16
evoluída,8
tb,323
desfila,5
NY,64
Anem,2
decepcionado,15
criticou,15
Repeteco,1
pronta,34
professorzinho,3
Cala,30
sabatinada,9
triste,276
batia,2
confesso,33
mudei,13
quebrou,23
mente,174
doente,182
kkk,302
lindaaaa,5
president,5
oposição,44
intuito,15
desmoralizar,15
influenciar,7
publico,35
perseguição,32
poluindo,1
